case_id,activity,timestamp,customer_id,warehouse,order_value
ORD00009,Order Created,2026-03-21 14:42:00,CUST0272,WH_WEST,1241.93
ORD00009,Credit Check,2026-03-21 16:20:00,CUST0272,WH_WEST,1241.93
ORD00009,Order Approved,2026-03-21 18:52:00,CUST0272,WH_WEST,1241.93
ORD00009,Picking,2026-03-21 21:58:00,CUST0272,WH_WEST,1241.93
ORD00009,Packing,2026-03-21 23:54:00,CUST0272,WH_WEST,1241.93
ORD00009,Shipping,2026-03-22 00:59:00,CUST0272,WH_WEST,1241.93
ORD00009,Delivery,2026-03-22 14:50:00,CUST0272,WH_WEST,1241.93
ORD00009,Invoice Created,2026-03-22 15:21:00,CUST0272,WH_WEST,1241.93
ORD00009,Payment,2026-03-24 18:46:00,CUST0272,WH_WEST,1241.93
ORD00010,Order Created,2026-05-12 11:17:00,CUST0235,WH_NORTH,2790.7
ORD00010,Credit Check,2026-05-12 12:57:00,CUST0235,WH_NORTH,2790.7
ORD00010,Order Approved,2026-05-12 15:35:00,CUST0235,WH_NORTH,2790.7
ORD00010,Picking,2026-05-12 21:27:00,CUST0235,WH_NORTH,2790.7
ORD00010,Packing,2026-05-12 22:59:00,CUST0235,WH_NORTH,2790.7
ORD00010,Shipping,2026-05-13 03:19:00,CUST0235,WH_NORTH,2790.7
ORD00010,Delivery,2026-05-14 05:12:00,CUST0235,WH_NORTH,2790.7
ORD00010,Invoice Created,2026-05-14 06:06:00,CUST0235,WH_NORTH,2790.7
ORD00010,Payment,2026-05-18 19:25:00,CUST0235,WH_NORTH,2790.7
ORD00011,Order Created,2026-06-22 09:03:00,CUST0363,WH_WEST,1247.96
ORD00011,Credit Check,2026-06-22 10:09:00,CUST0363,WH_WEST,1247.96
ORD00011,Order Approved,2026-06-22 11:55:00,CUST0363,WH_WEST,1247.96
ORD00011,Picking,2026-06-22 13:50:00,CUST0363,WH_WEST,1247.96
ORD00011,Packing,2026-06-22 15:08:00,CUST0363,WH_WEST,1247.96
ORD00011,Shipping,2026-06-22 18:25:00,CUST0363,WH_WEST,1247.96
ORD00011,Delivery,2026-06-24 19:39:00,CUST0363,WH_WEST,1247.96
ORD00011,Invoice Created,2026-06-24 21:12:00,CUST0363,WH_WEST,1247.96
ORD00011,Payment,2026-06-26 17:47:00,CUST0363,WH_WEST,1247.96
ORD00012,Order Created,2026-01-04 09:59:00,CUST0454,WH_NORTH,1245.65
ORD00012,Credit Check,2026-01-04 11:50:00,CUST0454,WH_NORTH,1245.65
ORD00012,Order Approved,2026-01-04 12:52:00,CUST0454,WH_NORTH,1245.65
ORD00012,Picking,2026-01-04 17:58:00,CUST0454,WH_NORTH,1245.65
ORD00012,Packing,2026-01-04 20:10:00,CUST0454,WH_NORTH,1245.65
ORD00012,Shipping,2026-01-05 01:01:00,CUST0454,WH_NORTH,1245.65
ORD00012,Delivery,2026-01-05 19:57:00,CUST0454,WH_NORTH,1245.65
ORD00012,Invoice Created,2026-01-05 20:27:00,CUST0454,WH_NORTH,1245.65
ORD00012,Payment,2026-01-12 19:15:00,CUST0454,WH_NORTH,1245.65
ORD00013,Order Created,2026-06-19 15:09:00,CUST0949,WH_WEST,2194.19
ORD00013,Credit Check,2026-06-19 15:48:00,CUST0949,WH_WEST,2194.19
ORD00013,Order Approved,2026-06-19 17:23:00,CUST0949,WH_WEST,2194.19
ORD00013,Picking,2026-06-19 18:52:00,CUST0949,WH_WEST,2194.19
ORD00013,Packing,2026-06-19 21:40:00,CUST0949,WH_WEST,2194.19
ORD00013,Shipping,2026-06-19 22:55:00,CUST0949,WH_WEST,2194.19
ORD00013,Delivery,2026-06-20 12:52:00,CUST0949,WH_WEST,2194.19
ORD00013,Invoice Created,2026-06-20 15:30:00,CUST0949,WH_WEST,2194.19
ORD00013,Payment,2026-06-23 10:29:00,CUST0949,WH_WEST,2194.19
ORD00014,Order Created,2026-01-18 11:25:00,CUST0059,WH_NORTH,391.26
ORD00014,Credit Check,2026-01-18 11:55:00,CUST0059,WH_NORTH,391.26
ORD00014,Order Approved,2026-01-18 14:40:00,CUST0059,WH_NORTH,391.26
ORD00014,Picking,2026-01-18 16:00:00,CUST0059,WH_NORTH,391.26
ORD00014,Packing,2026-01-18 18:17:00,CUST0059,WH_NORTH,391.26
ORD00014,Shipping,2026-01-19 04:43:00,CUST0059,WH_NORTH,391.26
ORD00014,Delivery,2026-01-21 19:18:00,CUST0059,WH_NORTH,391.26
ORD00014,Invoice Created,2026-01-21 20:54:00,CUST0059,WH_NORTH,391.26
ORD00014,Payment,2026-01-26 23:33:00,CUST0059,WH_NORTH,391.26
ORD00015,Order Created,2026-04-28 13:59:00,CUST0245,WH_EAST,454.89
ORD00015,Credit Check,2026-04-28 15:50:00,CUST0245,WH_EAST,454.89
ORD00015,Order Approved,2026-04-29 07:04:00,CUST0245,WH_EAST,454.89
ORD00015,Picking,2026-04-29 12:52:00,CUST0245,WH_EAST,454.89
ORD00015,Rework,2026-04-29 16:41:00,CUST0245,WH_EAST,454.89
ORD00015,Picking,2026-04-29 19:50:00,CUST0245,WH_EAST,454.89
ORD00015,Packing,2026-04-29 21:27:00,CUST0245,WH_EAST,454.89
ORD00015,Shipping,2026-04-30 03:38:00,CUST0245,WH_EAST,454.89
ORD00015,Delivery,2026-05-01 08:19:00,CUST0245,WH_EAST,454.89
ORD00015,Invoice Created,2026-05-01 10:01:00,CUST0245,WH_EAST,454.89
ORD00015,Payment,2026-05-04 05:05:00,CUST0245,WH_EAST,454.89
ORD00016,Order Created,2026-01-03 16:19:00,CUST0449,WH_EAST,1153.05
ORD00016,Credit Check,2026-01-03 17:58:00,CUST0449,WH_EAST,1153.05
ORD00016,Order Approved,2026-01-03 18:44:00,CUST0449,WH_EAST,1153.05
ORD00016,Picking,2026-01-04 03:41:00,CUST0449,WH_EAST,1153.05
ORD00016,Packing,2026-01-04 04:50:00,CUST0449,WH_EAST,1153.05
ORD00016,Shipping,2026-01-04 06:59:00,CUST0449,WH_EAST,1153.05
ORD00016,Delivery,2026-01-04 20:10:00,CUST0449,WH_EAST,1153.05
ORD00016,Invoice Created,2026-01-04 23:43:00,CUST0449,WH_EAST,1153.05
ORD00016,Payment,2026-01-09 21:20:00,CUST0449,WH_EAST,1153.05
ORD00017,Order Created,2026-01-14 09:40:00,CUST0209,WH_EAST,804.11
ORD00017,Credit Check,2026-01-14 10:49:00,CUST0209,WH_EAST,804.11
ORD00017,Order Approved,2026-01-14 22:00:00,CUST0209,WH_EAST,804.11
ORD00017,Picking,2026-01-15 00:06:00,CUST0209,WH_EAST,804.11
ORD00017,Packing,2026-01-15 02:29:00,CUST0209,WH_EAST,804.11
ORD00017,Shipping,2026-01-15 05:50:00,CUST0209,WH_EAST,804.11
ORD00017,Delivery,2026-01-16 12:58:00,CUST0209,WH_EAST,804.11
ORD00017,Invoice Created,2026-01-16 13:56:00,CUST0209,WH_EAST,804.11
ORD00017,Payment,2026-01-18 10:28:00,CUST0209,WH_EAST,804.11
ORD00018,Order Created,2026-05-30 16:09:00,CUST0968,WH_SOUTH,2324.82
ORD00018,Credit Check,2026-05-30 17:19:00,CUST0968,WH_SOUTH,2324.82
ORD00018,Order Approved,2026-05-31 04:24:00,CUST0968,WH_SOUTH,2324.82
ORD00018,Picking,2026-05-31 05:44:00,CUST0968,WH_SOUTH,2324.82
ORD00018,Packing,2026-05-31 07:07:00,CUST0968,WH_SOUTH,2324.82
ORD00018,Shipping,2026-05-31 14:48:00,CUST0968,WH_SOUTH,2324.82
ORD00018,Delivery,2026-06-03 12:19:00,CUST0968,WH_SOUTH,2324.82
ORD00018,Invoice Created,2026-06-03 16:08:00,CUST0968,WH_SOUTH,2324.82
ORD00018,Payment,2026-06-09 07:06:00,CUST0968,WH_SOUTH,2324.82
ORD00019,Order Created,2026-04-16 08:11:00,CUST0998,WH_SOUTH,874.44
ORD00019,Credit Check,2026-04-16 10:00:00,CUST0998,WH_SOUTH,874.44
ORD00019,Order Approved,2026-04-16 12:05:00,CUST0998,WH_SOUTH,874.44
ORD00019,Picking,2026-04-16 15:12:00,CUST0998,WH_SOUTH,874.44
ORD00019,Packing,2026-04-16 16:09:00,CUST0998,WH_SOUTH,874.44
ORD00019,Shipping,2026-04-16 20:45:00,CUST0998,WH_SOUTH,874.44
ORD00019,Delivery,2026-04-19 04:52:00,CUST0998,WH_SOUTH,874.44
ORD00019,Invoice Created,2026-04-19 08:51:00,CUST0998,WH_SOUTH,874.44
ORD00019,Payment,2026-04-27 14:16:00,CUST0998,WH_SOUTH,874.44
ORD00020,Order Created,2026-04-13 13:17:00,CUST0313,WH_SOUTH,584.15
ORD00020,Credit Check,2026-04-13 13:40:00,CUST0313,WH_SOUTH,584.15
ORD00020,Order Approved,2026-04-13 15:11:00,CUST0313,WH_SOUTH,584.15
ORD00020,Picking,2026-04-13 20:31:00,CUST0313,WH_SOUTH,584.15
ORD00020,Packing,2026-04-13 23:18:00,CUST0313,WH_SOUTH,584.15
ORD00020,Shipping,2026-04-14 03:36:00,CUST0313,WH_SOUTH,584.15
ORD00020,Delivery,2026-04-15 11:28:00,CUST0313,WH_SOUTH,584.15
ORD00020,Invoice Created,2026-04-15 14:26:00,CUST0313,WH_SOUTH,584.15
ORD00020,Payment,2026-04-19 20:08:00,CUST0313,WH_SOUTH,584.15
ORD00021,Order Created,2026-04-22 17:32:00,CUST0112,WH_WEST,5840.19
ORD00021,Credit Check,2026-04-22 18:01:00,CUST0112,WH_WEST,5840.19
ORD00021,Order Approved,2026-04-22 19:59:00,CUST0112,WH_WEST,5840.19
ORD00021,Picking,2026-04-22 22:36:00,CUST0112,WH_WEST,5840.19
ORD00021,Packing,2026-04-23 00:57:00,CUST0112,WH_WEST,5840.19
ORD00021,Shipping,2026-04-23 01:57:00,CUST0112,WH_WEST,5840.19
ORD00021,Delivery,2026-04-23 14:40:00,CUST0112,WH_WEST,5840.19
ORD00021,Invoice Created,2026-04-23 15:27:00,CUST0112,WH_WEST,5840.19
ORD00021,Payment,2026-04-28 09:36:00,CUST0112,WH_WEST,5840.19
ORD00022,Order Created,2026-05-10 12:42:00,CUST0639,WH_EAST,1509.27
ORD00022,Credit Check,2026-05-10 13:49:00,CUST0639,WH_EAST,1509.27
ORD00022,Order Approved,2026-05-10 15:32:00,CUST0639,WH_EAST,1509.27
ORD00022,Picking,2026-05-10 19:03:00,CUST0639,WH_EAST,1509.27
ORD00022,Packing,2026-05-10 21:10:00,CUST0639,WH_EAST,1509.27
ORD00022,Shipping,2026-05-11 04:12:00,CUST0639,WH_EAST,1509.27
ORD00022,Delivery,2026-05-13 22:13:00,CUST0639,WH_EAST,1509.27
ORD00022,Invoice Created,2026-05-14 00:26:00,CUST0639,WH_EAST,1509.27
ORD00022,Payment,2026-05-15 00:32:00,CUST0639,WH_EAST,1509.27
ORD00023,Order Created,2026-06-05 13:29:00,CUST0312,WH_EAST,1908.4
ORD00023,Credit Check,2026-06-05 14:40:00,CUST0312,WH_EAST,1908.4
ORD00023,Order Approved,2026-06-05 15:54:00,CUST0312,WH_EAST,1908.4
ORD00023,Picking,2026-06-05 18:20:00,CUST0312,WH_EAST,1908.4
ORD00023,Packing,2026-06-05 20:15:00,CUST0312,WH_EAST,1908.4
ORD00023,Shipping,2026-06-05 21:38:00,CUST0312,WH_EAST,1908.4
ORD00023,Delivery,2026-06-07 08:35:00,CUST0312,WH_EAST,1908.4
ORD00023,Invoice Created,2026-06-07 10:02:00,CUST0312,WH_EAST,1908.4
ORD00023,Payment,2026-06-11 12:31:00,CUST0312,WH_EAST,1908.4
ORD00024,Order Created,2026-01-19 15:26:00,CUST0026,WH_NORTH,578.36
ORD00024,Credit Check,2026-01-19 17:01:00,CUST0026,WH_NORTH,578.36
ORD00024,Order Approved,2026-01-19 18:59:00,CUST0026,WH_NORTH,578.36
ORD00024,Picking,2026-01-19 22:03:00,CUST0026,WH_NORTH,578.36
ORD00024,Packing,2026-01-19 22:34:00,CUST0026,WH_NORTH,578.36
ORD00024,Shipping,2026-01-20 03:22:00,CUST0026,WH_NORTH,578.36
ORD00024,Delivery,2026-01-21 05:52:00,CUST0026,WH_NORTH,578.36
ORD00024,Invoice Created,2026-01-21 07:07:00,CUST0026,WH_NORTH,578.36
ORD00024,Payment,2026-01-30 19:58:00,CUST0026,WH_NORTH,578.36
ORD00025,Order Created,2026-04-29 16:35:00,CUST0052,WH_SOUTH,1169.69
ORD00025,Credit Check,2026-04-29 18:06:00,CUST0052,WH_SOUTH,1169.69
ORD00025,Order Approved,2026-04-29 20:19:00,CUST0052,WH_SOUTH,1169.69
ORD00025,Picking,2026-04-30 01:37:00,CUST0052,WH_SOUTH,1169.69
ORD00025,Packing,2026-04-30 04:27:00,CUST0052,WH_SOUTH,1169.69
ORD00025,Shipping,2026-04-30 07:21:00,CUST0052,WH_SOUTH,1169.69
ORD00025,Delivery,2026-05-01 11:33:00,CUST0052,WH_SOUTH,1169.69
ORD00025,Invoice Created,2026-05-01 13:09:00,CUST0052,WH_SOUTH,1169.69
ORD00025,Payment,2026-05-06 22:30:00,CUST0052,WH_SOUTH,1169.69
ORD00026,Order Created,2026-04-23 09:45:00,CUST0785,WH_WEST,1975.82
ORD00026,Credit Check,2026-04-23 10:36:00,CUST0785,WH_WEST,1975.82
ORD00026,Order Approved,2026-04-23 11:56:00,CUST0785,WH_WEST,1975.82
ORD00026,Picking,2026-04-23 15:39:00,CUST0785,WH_WEST,1975.82
ORD00026,Packing,2026-04-23 16:29:00,CUST0785,WH_WEST,1975.82
ORD00026,Shipping,2026-04-23 21:01:00,CUST0785,WH_WEST,1975.82
ORD00026,Delivery,2026-04-25 12:48:00,CUST0785,WH_WEST,1975.82
ORD00026,Invoice Created,2026-04-25 13:34:00,CUST0785,WH_WEST,1975.82
ORD00026,Payment,2026-05-01 06:51:00,CUST0785,WH_WEST,1975.82
ORD00027,Order Created,2026-01-16 11:53:00,CUST0418,WH_EAST,719.97
ORD00027,Credit Check,2026-01-16 13:01:00,CUST0418,WH_EAST,719.97
ORD00027,Order Approved,2026-01-16 15:00:00,CUST0418,WH_EAST,719.97
ORD00027,Picking,2026-01-16 20:59:00,CUST0418,WH_EAST,719.97
ORD00027,Rework,2026-01-17 06:29:00,CUST0418,WH_EAST,719.97
ORD00027,Picking,2026-01-17 09:56:00,CUST0418,WH_EAST,719.97
ORD00027,Packing,2026-01-17 12:03:00,CUST0418,WH_EAST,719.97
ORD00027,Shipping,2026-01-17 15:05:00,CUST0418,WH_EAST,719.97
ORD00027,Delivery,2026-01-18 15:05:00,CUST0418,WH_EAST,719.97
ORD00027,Invoice Created,2026-01-18 18:47:00,CUST0418,WH_EAST,719.97
ORD00027,Payment,2026-01-24 05:16:00,CUST0418,WH_EAST,719.97
ORD00028,Order Created,2026-06-04 11:31:00,CUST0874,WH_WEST,2441.97
ORD00028,Credit Check,2026-06-04 12:14:00,CUST0874,WH_WEST,2441.97
ORD00028,Order Approved,2026-06-04 13:43:00,CUST0874,WH_WEST,2441.97
ORD00028,Picking,2026-06-04 14:57:00,CUST0874,WH_WEST,2441.97
ORD00028,Packing,2026-06-04 17:10:00,CUST0874,WH_WEST,2441.97
ORD00028,Shipping,2026-06-04 21:15:00,CUST0874,WH_WEST,2441.97
ORD00028,Delivery,2026-06-05 07:36:00,CUST0874,WH_WEST,2441.97
ORD00028,Invoice Created,2026-06-05 10:22:00,CUST0874,WH_WEST,2441.97
ORD00028,Payment,2026-06-06 17:43:00,CUST0874,WH_WEST,2441.97
ORD00029,Order Created,2026-01-22 14:08:00,CUST0929,WH_WEST,1118.22
ORD00029,Credit Check,2026-01-22 15:22:00,CUST0929,WH_WEST,1118.22
ORD00029,Order Approved,2026-01-23 02:56:00,CUST0929,WH_WEST,1118.22
ORD00029,Picking,2026-01-23 06:43:00,CUST0929,WH_WEST,1118.22
ORD00029,Packing,2026-01-23 08:36:00,CUST0929,WH_WEST,1118.22
ORD00029,Shipping,2026-01-23 11:02:00,CUST0929,WH_WEST,1118.22
ORD00029,Delivery,2026-01-24 07:25:00,CUST0929,WH_WEST,1118.22
ORD00029,Invoice Created,2026-01-24 08:15:00,CUST0929,WH_WEST,1118.22
ORD00029,Payment,2026-01-30 16:40:00,CUST0929,WH_WEST,1118.22
ORD00030,Order Created,2026-06-16 08:48:00,CUST0020,WH_NORTH,1431.74
ORD00030,Credit Check,2026-06-16 09:06:00,CUST0020,WH_NORTH,1431.74
ORD00030,Order Approved,2026-06-16 10:29:00,CUST0020,WH_NORTH,1431.74
ORD00030,Picking,2026-06-16 11:39:00,CUST0020,WH_NORTH,1431.74
ORD00030,Packing,2026-06-16 13:10:00,CUST0020,WH_NORTH,1431.74
ORD00030,Shipping,2026-06-16 20:24:00,CUST0020,WH_NORTH,1431.74
ORD00030,Delivery,2026-06-19 18:06:00,CUST0020,WH_NORTH,1431.74
ORD00030,Invoice Created,2026-06-19 20:35:00,CUST0020,WH_NORTH,1431.74
ORD00030,Payment,2026-06-23 18:33:00,CUST0020,WH_NORTH,1431.74
ORD00031,Order Created,2026-01-30 10:19:00,CUST0786,WH_EAST,1117.26
ORD00031,Credit Check,2026-01-30 10:47:00,CUST0786,WH_EAST,1117.26
ORD00031,Order Approved,2026-01-30 12:26:00,CUST0786,WH_EAST,1117.26
ORD00031,Picking,2026-01-30 16:38:00,CUST0786,WH_EAST,1117.26
ORD00031,Packing,2026-01-30 17:27:00,CUST0786,WH_EAST,1117.26
ORD00031,Shipping,2026-01-30 20:58:00,CUST0786,WH_EAST,1117.26
ORD00031,Delivery,2026-01-31 11:15:00,CUST0786,WH_EAST,1117.26
ORD00031,Invoice Created,2026-01-31 12:11:00,CUST0786,WH_EAST,1117.26
ORD00031,Payment,2026-02-08 08:30:00,CUST0786,WH_EAST,1117.26
ORD00032,Order Created,2026-05-17 14:42:00,CUST0825,WH_NORTH,7957.12
ORD00032,Credit Check,2026-05-17 15:44:00,CUST0825,WH_NORTH,7957.12
ORD00032,Order Approved,2026-05-17 16:21:00,CUST0825,WH_NORTH,7957.12
ORD00032,Picking,2026-05-17 20:15:00,CUST0825,WH_NORTH,7957.12
ORD00032,Rework,2026-05-18 01:50:00,CUST0825,WH_NORTH,7957.12
ORD00032,Picking,2026-05-18 04:55:00,CUST0825,WH_NORTH,7957.12
ORD00032,Packing,2026-05-18 05:52:00,CUST0825,WH_NORTH,7957.12
ORD00032,Shipping,2026-05-18 13:27:00,CUST0825,WH_NORTH,7957.12
ORD00032,Delivery,2026-05-21 08:50:00,CUST0825,WH_NORTH,7957.12
ORD00032,Invoice Created,2026-05-21 11:11:00,CUST0825,WH_NORTH,7957.12
ORD00032,Payment,2026-05-24 11:16:00,CUST0825,WH_NORTH,7957.12
ORD00033,Order Created,2026-04-30 14:52:00,CUST0752,WH_EAST,1788.62
ORD00033,Credit Check,2026-04-30 16:40:00,CUST0752,WH_EAST,1788.62
ORD00033,Order Approved,2026-04-30 19:31:00,CUST0752,WH_EAST,1788.62
ORD00033,Picking,2026-04-30 22:36:00,CUST0752,WH_EAST,1788.62
ORD00033,Packing,2026-05-01 01:01:00,CUST0752,WH_EAST,1788.62
ORD00033,Shipping,2026-05-01 03:03:00,CUST0752,WH_EAST,1788.62
ORD00033,Delivery,2026-05-01 21:59:00,CUST0752,WH_EAST,1788.62
ORD00033,Invoice Created,2026-05-01 23:55:00,CUST0752,WH_EAST,1788.62
ORD00033,Payment,2026-05-03 07:45:00,CUST0752,WH_EAST,1788.62
ORD00034,Order Created,2026-04-01 12:21:00,CUST0507,WH_EAST,775.75
ORD00034,Credit Check,2026-04-01 13:11:00,CUST0507,WH_EAST,775.75
ORD00034,Order Approved,2026-04-01 14:41:00,CUST0507,WH_EAST,775.75
ORD00034,Picking,2026-04-01 20:05:00,CUST0507,WH_EAST,775.75
ORD00034,Packing,2026-04-01 22:19:00,CUST0507,WH_EAST,775.75
ORD00034,Shipping,2026-04-02 01:24:00,CUST0507,WH_EAST,775.75
ORD00034,Delivery,2026-04-02 21:36:00,CUST0507,WH_EAST,775.75
ORD00034,Invoice Created,2026-04-03 00:51:00,CUST0507,WH_EAST,775.75
ORD00034,Payment,2026-04-12 04:03:00,CUST0507,WH_EAST,775.75
ORD00035,Order Created,2026-04-14 11:19:00,CUST0812,WH_NORTH,3491.32
ORD00035,Credit Check,2026-04-14 12:58:00,CUST0812,WH_NORTH,3491.32
ORD00035,Order Approved,2026-04-14 15:19:00,CUST0812,WH_NORTH,3491.32
ORD00035,Picking,2026-04-14 19:15:00,CUST0812,WH_NORTH,3491.32
ORD00035,Packing,2026-04-14 22:05:00,CUST0812,WH_NORTH,3491.32
ORD00035,Shipping,2026-04-15 00:29:00,CUST0812,WH_NORTH,3491.32
ORD00035,Delivery,2026-04-16 12:28:00,CUST0812,WH_NORTH,3491.32
ORD00035,Invoice Created,2026-04-16 14:07:00,CUST0812,WH_NORTH,3491.32
ORD00035,Payment,2026-04-22 12:09:00,CUST0812,WH_NORTH,3491.32
ORD00036,Order Created,2026-01-31 16:48:00,CUST0237,WH_NORTH,680.84
ORD00036,Credit Check,2026-01-31 18:31:00,CUST0237,WH_NORTH,680.84
ORD00036,Order Approved,2026-01-31 19:38:00,CUST0237,WH_NORTH,680.84
ORD00036,Picking,2026-02-01 00:45:00,CUST0237,WH_NORTH,680.84
ORD00036,Packing,2026-02-01 03:45:00,CUST0237,WH_NORTH,680.84
